359 428 535 1617 2848
472.4 0 0 0 0 3
254.6 0 0 0 0 1
148.2 0 0 0 0 1
191.1 0 0 0 0 1
30.6 1 0 0 1 4
75.8 0 0 0 0 2
dash 0 0 2 0 0
overdon 0 0 1 0 0
secreci 0 0 1 0 0
keith 0 1 1 0 0
skeoch 0 0 4 0 0
blown 0 0 1 0 0
tongu 0 0 2 0 0
barclay 0 0 2 2 1
zoet 0 0 1 2 1
wedd 0 0 1 1 1
brett 0 0 3 0 0
fantast 0 0 1 0 0
insan 0 0 1 0 0
pinpoint 0 1 1 0 0
mad 0 0 1 0 0
reactiv 0 0 2 0 0
mood 1 0 3 0 0
over-react 0 0 1 0 0
strung 0 0 1 0 0
bounc 0 0 2 0 0
mistak 0 0 1 0 0
stone 0 0 2 9 3
2.90 2 2 7 0 2
throw 0 0 3 1 1
lace 0 0 0 6 0
koba 0 0 0 4 0
nordbanken 0 0 0 7 0
fermenta 0 0 0 8 0
frms.st 0 0 0 1 0
founder 0 0 0 6 1
refaat 0 0 0 1 0
el-say 0 0 0 2 0
overdu 0 0 0 1 4
unoffici 0 3 2 1 0
gotabanken 0 0 0 1 0
industrivarden 0 0 0 1 0
brandstrom 0 0 0 1 0
terrano 0 0 0 0 1
trno 0 0 0 0 1
300,286 0 0 0 0 1
2,855,887 0 0 0 0 1
2,456,616 0 0 0 0 1
2,979,206 0 0 0 0 1
2,527,720 0 0 0 0 1
2,482,197 0 0 0 0 1
forgiv 0 0 1 1 2
280,505 0 0 0 0 1
145.30 0 0 3 0 0
lil 0 0 0 0 1
jamesport 0 0 0 0 1
316.7 1 0 0 0 1
2.13 1 0 0 1 4
332.7 0 0 0 0 2
jamestown 0 0 0 0 1
118 0 0 0 1 2
226,000 0 0 0 0 3
73.1 0 0 0 0 5
166,750 0 0 0 0 1
6-3/8 0 0 3 0 0
50.4 0 0 0 0 3
48.7 0 2 0 0 5
665,000 0 0 0 0 2
559,000 0 0 0 0 1
537,000 0 0 0 0 1
152,600 0 3 0 0 0
6,808,100 0 3 0 0 0
1,518,700 0 2 0 0 0
agreeement 0 1 0 0 0
2,887,200 0 1 0 0 0
15,750,100 0 1 0 0 0
truk 0 0 0 1 0
466,754 0 0 0 1 0
335,800 0 0 0 1 0
36,700 0 0 0 1 0
94,254 0 0 0 1 0
unproduct 0 0 0 4 1
inflammatori 0 0 0 2 0
dumez 0 0 0 5 0
westburn 0 0 0 3 0
wbi 0 0 0 1 0
94.7 0 0 0 1 0
11,070,000 0 0 0 1 0
22.50 0 0 0 1 0
cimarron 0 0 0 0 1
1,959,404 0 0 0 0 1
2,621,778 0 0 0 0 1
5,132,626 0 0 0 0 1
8,167,401 0 0 0 0 1
xcel 0 0 0 0 1
tele-commun 0 0 0 5 2
tcoma 0 0 0 1 0
knight-ridd 0 0 0 1 1
kri 0 0 0 1 0
tkr 0 0 0 1 0
wildwood 0 0 0 1 0
ramapo 0 0 0 1 0
warwick 0 0 0 1 1
novel 0 0 0 0 5
novl 0 0 0 0 3
sieb 0 0 0 4 0
acquist 0 0 0 2 0
ranco 0 0 0 8 0
rni 0 0 0 2 0
robertshaw 0 0 0 1 0
sequenc 0 0 0 1 0
humid 0 3 0 1 0
teccor 0 0 0 1 0
kenca 0 0 0 0 1
243,400-share 0 0 0 1 0
95.00 0 0 0 2 0
merit 0 1 0 4 0
d- 0 0 0 1 0
3,464,269 0 0 0 0 1
4,083,833 0 0 0 0 1
1,104,472 0 0 0 0 1
261,791 0 0 0 0 1
99,209 0 0 0 0 1
202,097 0 0 0 0 1
ic 0 0 0 21 0
icx 0 0 0 2 0
abex 0 0 0 3 0
sinter 0 0 0 2 0
troy 0 0 0 1 0
michigan-bas 0 0 0 1 0
sandra 0 0 0 2 0
o'connor 0 0 0 4 0
ambj 0 0 0 0 1
oilwel 0 0 0 4 0
pennwalt 0 0 0 0 1
psm 0 0 0 0 1
hurco 0 0 0 0 1
hurc 0 0 0 0 1
3,673,000 0 0 0 0 2
2,368,000 0 0 0 0 1
27-1/2 0 0 0 0 6
centrifug 0 0 0 1 0
seal 0 0 0 6 1
faaa 0 0 0 0 1
141,224 0 0 0 0 1
118,192 0 0 0 0 1
5,849,695 0 0 0 0 1
3,717,794 0 0 0 0 1
4,975,000 0 0 0 0 1
4,925,000 0 0 0 0 1
720,126 0 0 0 0 1
474,879 0 0 0 0 1
4,959,932 0 0 0 0 1
4,902,778 0 0 0 0 1
485 0 0 2 0 0
582 0 0 1 0 0
345 1 0 4 0 1
9-3/16 0 0 1 0 0
1.48 0 1 0 0 14
4,466,006 0 0 0 0 2
9,091,688 0 0 0 0 2
608,181 0 0 0 0 2
1,280,727 0 0 0 0 2
6,194,000 0 0 0 0 2
6,155,461 0 0 0 0 2
4,752,455 0 0 0 0 2
9,265,457 0 0 0 0 2
1,444,149 0 0 0 0 2
2,791,188 0 0 0 0 2
6,174,731 0 0 0 0 1
amylum 0 0 0 8 0
ferruzzi-cpc 0 0 0 1 0
cpc.n 0 0 0 3 0
630 0 0 0 10 1
callebaut 0 0 0 10 0
isoglucos 0 0 0 2 0
tatl.l 0 0 0 1 0
wherea 0 0 1 1 0
lago 5 0 1 0 0
agrio 4 0 0 0 0
supplement 2 2 0 3 1
cartel 6 0 1 3 0
173,500 2 0 0 0 0
hook 2 0 0 0 0
138 2 0 1 1 3
eighth 2 0 4 1 0
jaim 3 0 1 0 0
lusinchi 5 0 0 0 0
hector 2 0 0 0 0
hurtado 2 0 0 0 0
interior 10 12 0 1 2
co-ordin 2 1 2 0 0
saf 3 0 0 0 1
essf.pa 1 0 0 0 1
258 0 0 0 0 2
696 0 0 0 0 1
xon.n 1 0 0 0 1
reintegr 0 0 0 0 1
nobuo 0 0 0 3 0
ito 0 0 0 3 0
ge.n 0 0 0 1 1
f.n 0 0 0 1 0
bac.nys 0 0 0 1 0
saloman 0 0 0 1 0
boe 0 0 0 2 4
unisi 0 0 0 7 1
uis.n 0 0 0 1 0
dbkg.fra 0 0 0 1 0
criticis 1 3 3 1 0
shultz 0 31 0 1 0
standex 0 0 0 3 0
sxi 0 0 0 1 0
alan 0 0 1 11 2
duffi 0 0 0 1 0
lancashir 0 0 0 1 0
newly-acquir 0 0 0 1 1
perkin 0 0 0 1 0
jp 0 0 0 0 1
stn 0 0 0 0 2
de-coupl 0 1 0 0 0
propon 0 3 0 0 0
staffer 0 2 0 0 0
1530 0 1 0 0 0
bode 0 1 1 0 0
voic 0 6 0 4 1
atmospher 0 1 1 1 0
arland 0 1 0 0 0
stangeland 0 4 0 0 0
bhw 0 0 0 1 0
com 0 0 0 1 3
lebow 0 0 0 1 0
ry 0 0 0 0 1
brasil 3 0 2 0 1
brennan 0 0 0 0 8
untap 0 0 0 0 1
brazil/canada 0 0 0 0 1
canadian-own 0 0 0 0 1
eqt 0 0 0 0 1
roi 0 0 0 1 0
seizer 0 0 0 6 0
five-memb 0 0 0 1 0
degroot 0 0 0 1 0
vincent 0 0 2 0 0
siew 0 0 6 0 0
retali 0 5 8 2 0
taipei 0 0 2 0 0
34.59 0 0 2 0 0
bty.l 0 0 0 0 3
graem 0 0 0 0 1
odger 0 0 0 0 5
two-and-a-half-week 0 0 0 0 1
peripher 0 0 0 8 2
downbeat 0 0 0 0 1
mid-afternoon 0 0 0 0 1
248p 0 0 0 0 1
augar 0 0 0 0 2
government-impos 0 0 0 0 1
slope 5 0 0 0 0
5.472 1 0 0 0 0
abdul-aziz 5 0 0 0 0
khalifa 1 0 0 0 0
al-thani 1 0 0 0 0
12.217 1 0 0 0 0
6.745 1 0 0 0 0
one-twelfth 1 0 0 0 0
rationalis 1 0 0 1 4
2.766 1 0 0 0 0
educ 1 1 2 3 4
shoulder 1 0 0 0 0
responsibilit 1 0 0 0 0
ademco 0 0 0 2 0
lamin 0 0 0 1 0
smin 0 0 0 0 1
77,400 0 0 0 0 1
418,500 0 0 0 0 1
435,900 0 0 0 0 1
315,100 0 0 0 0 1
1,082,700 0 0 0 0 1
1,761,900 0 0 0 0 1
2,511,200 0 0 0 0 1
fg 0 0 0 0 1
jwt 0 0 0 6 0
ted 0 0 0 3 1
bate 0 0 0 2 0
jacobi 0 0 0 3 0
29.4 0 0 0 3 4
halbert 0 0 0 4 0
harken 0 0 0 1 0
hogi 0 0 0 1 0
abilen 0 0 0 2 0
burk 0 0 0 2 0
binion 0 0 0 1 0
poco 0 0 0 0 1
414,000 0 0 0 0 1
3,936,000 0 0 0 0 1
109.4 0 0 0 0 2
12,589,000 0 0 0 0 1
3,965,000 0 0 0 0 1
341.7 0 0 0 0 1
389.5 0 0 0 0 1
nazmi 1 0 0 0 0
akiman 2 0 0 0 0
yanni 2 0 0 0 0
kapsi 1 0 0 0 0
kaya 1 0 0 0 0
erdem 1 0 0 0 0
1976 5 0 0 2 1
bern 5 0 0 0 0
trace 1 0 0 0 0
sovereignti 1 0 4 0 0
seab 1 0 0 0 0
protocol 1 1 0 0 0
inact 2 0 0 1 0
s.k 0 0 0 1 0
wellman 0 0 0 1 0
high-energi 0 0 0 1 0
heavy-duti 0 0 0 1 2
clutch 0 0 0 1 0
berth 0 3 0 0 0
bahia 0 3 0 0 0
blanca 0 3 0 0 0
161,360 0 1 0 0 0
104,304 0 1 0 0 0
14,330 0 1 0 0 0
50,400 0 1 0 0 0
157,040 0 1 0 0 0
subproduct 0 5 0 0 0
50,100 0 1 0 0 0
sunflowerse 0 8 0 0 0
millet 0 1 0 0 0
3,100 1 1 0 0 0
plt 0 0 0 1 2
shrae 0 0 0 1 0
enrol 0 33 0 0 0
non-program 0 3 0 0 0
non-bas 0 1 0 0 0
non-soybean 0 1 0 0 0
10,572,402 0 5 0 0 0
ten-year 0 1 0 1 0
breakdown 1 10 1 0 1
2,615,140 0 1 0 0 0
1,894,764 0 3 0 0 0
705,888 0 1 0 0 0
585,552 0 1 0 0 0
417,893 0 1 0 0 0
2,035 0 1 0 0 0
611 0 1 0 0 0
285 0 1 1 0 1
6,512,700 0 1 0 0 0
nonprogram 0 1 0 0 0
4,059,702 0 1 0 0 0
mlp 1 0 0 0 3
baltek 0 0 0 0 1
btek 0 0 0 0 1
480,000 0 0 0 0 3
6,386,000 0 0 0 0 1
5,862,000 0 0 0 0 1
2,692,000 0 0 0 0 2
1,732,000 0 0 0 0 1
notel 0 0 0 0 3
cgp 0 0 0 2 0
punit 0 0 0 2 0
oscar 0 0 0 2 0
wyatt 0 0 0 4 0
unlaw 0 1 0 1 0
mid-1986 3 0 0 1 0
transamerican 0 0 0 3 1
notori 0 0 0 1 0
stranglehold 0 0 0 1 0
improperli 0 0 0 1 0
thinli 0 0 0 1 0
veil 0 0 0 1 0
detriment 0 0 1 1 0
metrobanc 0 0 0 3 0
mtbc 0 0 0 1 0
comerica 0 0 0 1 0
cmca 0 0 0 1 0
essxa 0 0 0 0 1
1,450,000 0 0 0 0 1
1,930,000 0 0 0 0 2
miltop 0 0 0 0 1
milt 0 0 0 0 1
584,000 0 0 0 0 1
1,688,000 0 0 0 0 1
5,959,000 0 0 0 0 1
5,762,000 0 0 0 0 1
4,013,000 0 0 0 0 1
5,430,000 0 0 0 0 1
68.1 0 0 0 0 2
61.3 0 0 0 0 2
5,934,000 0 0 0 0 1
5,679,000 0 0 0 0 1
comsmet 0 0 0 1 0
dian 0 0 0 1 0
furstenberg 0 0 0 1 0
fragranc 0 0 0 6 2
lancast 0 0 0 2 0
belden 0 0 0 0 1
blake 0 0 0 0 1
bbe 0 0 0 0 1
136,598 0 0 0 0 1
3.81 0 0 0 0 3
435,176 0 0 0 0 1
writdown 0 0 0 0 1
tallow 0 3 0 0 0
transship 0 2 0 0 0
hawker 0 0 0 9 2
siddeley 0 0 0 7 2
1.54 0 3 2 0 8
9,455,000 0 0 0 0 1
418.7 0 0 0 0 1
422.0 0 0 0 0 1
75.17 0 1 0 0 0
78.45 0 1 0 0 0
stow 0 2 0 3 0
trim 0 3 2 4 4
euqival 0 1 0 0 0
79.41 0 2 0 0 0
81.02 0 1 0 0 0
bic 0 0 0 1 2
515,000 0 0 0 0 3
ael 0 0 0 0 1
aelna 0 0 0 0 1
2,955,000 0 0 0 0 1
1,563,000 0 0 0 0 1
3,321,000 0 0 0 0 3
4,739,000 0 0 0 0 1
108.4 0 0 0 0 2
104.9 0 0 0 0 2
818,000 0 0 0 0 1
elisra 0 0 0 0 1
232 0 2 0 0 2
124,380 0 0 0 0 1
143,397 0 0 0 0 1
61,901 0 0 0 0 1
15,722 0 0 0 0 1
264,539 0 0 0 0 1
354,843 0 0 0 0 1
120,403 0 0 0 0 1
orange-co 0 0 0 6 0
oj 0 0 0 2 0
parsow 0 0 0 5 0
elkhorn 0 0 0 2 0
neb 0 0 0 1 0
desoto 0 0 0 3 1
dso 0 0 0 1 1
reap 0 0 1 0 0
hindsight 0 0 1 0 0
inconclus 0 0 1 0 0
breath 0 0 2 0 0
alexand 0 2 0 1 2
alx 0 0 0 0 2
2,699,000 0 0 0 0 1
3,250,000 0 0 0 0 1
190.8 0 0 0 0 1
195.9 0 0 0 0 1
2,092,000 0 0 0 0 1
3,784,000 0 0 0 0 1
304.2 0 0 0 0 1
304.6 0 0 0 0 1
1,408,000 0 0 0 0 1
1,488,000 0 0 0 0 1
fuer 0 0 0 0 4
gemeinwirtschaft 0 0 0 0 3
bkfg.f 0 0 0 0 2
61.50 0 0 0 0 1
63.67 0 0 0 0 1
43.15 0 0 0 0 1
48.67 0 0 0 0 1
49.01 0 0 0 0 1
182.6 0 0 0 0 3
313.7 0 0 0 0 2
897.9 0 0 0 0 2
981.1 0 0 0 0 2
208.8 0 0 0 0 2
188.1 0 0 0 0 2
969.7 0 0 0 0 1
909.7 0 0 0 0 1
494.2 0 0 0 0 2
326.5 0 0 0 0 3
65.6 0 0 0 0 4
736.3 0 0 0 0 2
224.0 0 0 0 0 2
32.63 0 0 0 0 2
33.51 0 0 0 0 2
bsv 0 0 0 0 2
fueer 0 0 0 0 1
sparanlagen 0 0 0 0 2
vermoegensbildung 0 0 0 0 2
lind 0 0 0 0 8
ling.f 0 0 0 0 2
105.79 0 0 0 0 2
80.71 0 0 0 0 2
2.93 0 0 1 0 3
2.86 0 1 0 0 1
2.37 0 0 0 0 3
104.98 0 0 0 0 1
88.67 0 0 0 0 4
107.25 0 0 0 0 1
150.75 0 0 0 0 1
148.88 0 0 0 0 1
148.22 0 0 0 0 1
dvfa 0 0 0 0 2
32.22 0 0 0 0 1
27.54 0 0 0 0 1
3.88 0 0 0 1 5
252 0 0 0 2 1
95.04 0 0 0 0 1
74.91 0 0 0 0 1
paddi 0 15 0 0 0
nov/oct 0 1 0 0 0
15.68 0 1 0 0 0
17.35 2 1 0 0 1
nakhon 0 1 0 0 0
ratchasima 0 1 0 0 0
chaiyaphum 0 1 0 0 0
khon 0 1 0 0 0
kaen 0 1 0 0 0
mahasarakam 0 1 0 0 0
8.25 0 2 0 0 1
8.84 0 1 0 0 0
bio-vascular 0 0 0 0 1
54,791 0 0 0 0 1
28,866 0 0 0 0 1
137,9810 0 0 0 0 1
338,886 0 0 0 0 1
1,602,717 0 0 0 0 1
1,331,739 0 0 0 0 1
crush 0 1 0 1 0
lachin 0 0 0 1 0
fuqua 0 0 0 0 1
fqa 0 0 0 0 1
co-oper 0 0 3 0 0
yen/dollar 0 0 5 0 0
unwarr 0 0 2 0 0
infer 0 0 3 0 0
aliv 0 0 2 1 0
outspoken 0 0 3 0 0
j-curv 0 0 1 0 0
816.1 0 0 0 0 1
865.3 0 0 0 0 1
2,223,000 0 0 0 0 1
2,142,118 0 0 0 0 1
2,234,768 0 0 0 0 1
prtax 0 0 0 0 1
4,868,000 0 0 0 0 1
1,825,000 0 0 0 0 1
posttax 0 0 0 0 4
window 0 0 3 1 0
1,145 0 0 1 0 0
peseta 0 2 10 0 2
ma 0 0 2 1 4
213,000,000 0 0 0 0 1
195,000,000 0 0 0 0 1
3.37 1 1 0 0 3
153,000,000 0 0 0 0 1
156,000,000 0 0 0 0 2
381,000,000 0 0 0 0 1
347,000,000 0 0 0 0 1
10.38 0 0 0 0 2
9.54 0 0 0 0 2
154,800,000 0 0 0 0 1
lfio 0 0 0 0 1
valuat 0 0 0 6 4
71.2 0 0 0 0 2
horn 0 0 0 2 2
denver 0 2 0 4 1
11-7/8 0 0 0 0 1
hart-scott-rodino 0 0 0 4 0
658,000 0 0 0 0 1
resend 0 3 0 0 0
brasilia 1 1 0 0 0
1.8040 0 0 2 0 0
1.7975/85 0 0 2 0 0
widen 2 3 7 1 2
esquir 0 0 0 0 1
ee 0 0 0 0 1
203,000 0 0 0 0 1
3,971,000 0 0 0 0 2
mcgrath 0 0 0 0 2
rentcorp 0 0 0 0 2
mgrc 0 0 0 0 1
2.21 0 0 0 0 5
6,639,540 0 0 0 0 1
2,578,887 0 0 0 0 1
chjang 0 0 0 0 1
gaion 0 0 0 0 1
148.10 0 0 1 0 0
147.80 0 0 1 0 0
1027 0 0 1 0 0
tension 10 0 7 3 0
clash 3 0 0 0 0
redman 3 0 0 0 0
exacerb 1 0 0 0 0
path 2 0 3 1 0
papander 1 0 0 0 0
tackl 5 1 2 0 0
aggressor 3 0 0 0 0
friend 1 0 0 1 2
sue 0 0 0 7 0
venezuela-ecuador 1 0 0 0 0
remit 1 0 1 1 0
ecuadorean 15 0 0 0 0
nbd 0 0 0 0 2
snettisham 0 0 0 1 0
borough 0 0 0 1 0
eklutna 0 0 0 1 0
porsch 0 0 0 0 15
carmak 0 0 0 1 3
h.c.f 0 0 0 0 2
pshg.f 0 0 0 0 2
schutz 0 0 0 0 4
11,340 0 0 0 0 1
28,670 0 0 0 0 1
53,254 0 0 0 0 1
cost-cut 0 0 0 0 5
grey 0 0 0 0 1
3,267 0 0 0 0 2
5,387 0 0 0 0 1
dollar-denomin 0 1 0 0 1
branitzki 0 0 0 0 2
third-parti 0 0 0 0 2
weissach 0 0 0 0 1
120.4 0 0 0 1 1
1984/85 0 3 0 0 2
short-cov 2 0 2 0 0
17.75 2 0 0 0 0
47.91 1 0 0 0 0
suport 1 0 0 0 0
greenshield 1 0 0 0 1
rilwanu 6 0 0 0 0
lukman 21 0 0 0 0
bouy 1 0 0 0 0
drawdown 4 3 0 0 0
unlead 1 0 0 0 0
51.24 1 0 0 0 0
wilton 0 0 0 0 1
wltn 0 0 0 0 1
1,130,000 0 0 0 0 2
7,896,000 0 0 0 0 1
9,333,000 0 0 0 0 2
26.0 0 2 0 0 8
945,000 0 0 0 0 1
pin 0 1 0 0 1
pryor 0 3 0 0 0
d-ark 0 1 0 0 0
arkansa 0 2 0 2 4
cash-certif 0 1 0 0 0
hesit 0 1 0 1 0
managa 0 1 0 0 0
neither 2 4 0 6 2
madigan 0 1 0 0 0
r-ill 0 2 0 0 0
bob 1 3 0 1 0
sponsor 1 3 2 2 1
phlx 0 0 10 0 0
australasian 0 0 2 0 0
giordano 0 0 8 0 0
1900 0 0 2 0 0
2300 0 0 2 0 0
asian-pacif 0 0 2 0 0
tour 1 1 2 0 0
exchange-trad 0 0 2 0 0
42,000 0 1 2 1 2
8,000 0 2 2 0 2
truer 0 0 2 0 0
electrochem 0 0 0 0 1
pke 0 0 0 0 1
autospa 0 0 0 4 0
cardi 0 0 0 4 0
cd 0 0 10 1 0
2,400,000 0 0 0 2 3
6.60 2 0 0 1 0
7.60 0 1 0 1 1
tital 0 0 0 1 0
vet 0 0 0 0 2
368,188 0 0 0 0 2
149,334 0 0 0 0 2
3,9i3,523 0 0 0 0 1
4,129,240 0 0 0 0 1
100-dlr-per-shar 0 0 0 1 0
patient 1 0 0 1 1
co-sponsor 0 0 0 2 0
randal 0 0 0 1 1
hubbard 0 0 0 3 0
joel 0 0 0 2 1
downtown 0 0 0 4 2
snowstorm 0 1 0 1 1
stiffen 0 0 0 1 0
backbon 0 0 0 1 0
chubb 0 0 0 8 2
sovr 0 0 0 2 0
0.1365 0 0 0 2 0
9.11 1 0 0 2 1
dlr/common 0 0 0 0 2
booth 0 0 0 0 1
bcmp 0 0 0 0 1
43,000 0 2 0 1 3
1,032,000 0 0 0 0 3
3,950,000 0 0 0 0 1
7,308,000 0 0 0 0 1
nme 0 0 0 0 1
39.8 0 0 0 1 3
823.3 0 0 0 0 1
794.3 0 0 0 0 1
1.43 4 0 0 0 7
99.4 0 0 0 0 3
114.5 0 0 0 0 1
77.0 0 0 0 0 2
borad 0 0 0 1 0
149,500 0 0 0 1 0
95,050 0 0 0 1 0
tradeabl 0 0 1 2 0
chart 3 0 4 1 0
map 1 0 0 1 0
432.7p 0 0 0 2 0
unwelcom 0 0 0 3 0
1228 0 0 0 1 0
418p 0 0 0 1 0
397p 0 0 0 2 0
15p 0 0 0 1 0
tei 0 0 0 1 2
unqualifi 0 0 0 0 2
td 0 0 0 0 2
2,058,000 0 0 0 0 1
2,129,000 0 0 0 0 1
35.7 0 0 0 0 3
9,589,000 0 0 0 0 1
9,348,000 0 0 0 0 1
8,889,000 0 0 0 0 2
8,570,000 0 0 0 0 2
155.0 0 0 0 0 2
1,637,000 0 0 0 0 1
4,679,000 0 0 0 0 2
865,000 0 0 0 0 3
wheat/wheat 0 1 0 0 0
corn/sorghum 0 2 0 0 0
certron 0 0 0 4 0
crtn 0 0 0 1 0
louart 0 0 0 4 0
109,315 0 0 0 1 0
jcp 0 0 0 1 2
257,157 0 0 0 0 1
414,890 0 0 0 0 1
1,295,104 0 0 0 0 1
2,140,673 0 0 0 0 1
2,285,000 0 0 0 0 3
264,000 0 1 0 0 3
2,467,000 0 0 0 0 2
levitt 0 0 0 0 1
lvt 0 0 0 0 1
1,433,000 0 0 0 0 1
382,000 0 0 0 0 3
2,033,000 0 0 0 0 1
1,682,000 0 0 0 0 1
lieu 0 1 0 1 2
56.3 0 0 0 0 2
831,000 0 0 0 0 1
1,062,000 0 0 0 0 2
812,000 0 0 0 0 1
marsh 0 0 0 0 1
mclennan 0 0 0 0 1
47-1/2 0 0 0 0 4
ucu 0 0 0 2 2
kurzweil 0 0 0 0 4
kurm 0 0 0 0 2
music 0 0 0 0 4
non-essenti 0 0 0 0 1
cpb 0 0 0 0 1
recaptur 2 1 0 1 2
smolinski 3 0 0 0 0
btu 2 0 0 0 1
spadin 2 0 0 0 0
mild 1 2 1 0 0
contin 2 3 0 0 0
counterpoint 1 0 0 0 0
supli 1 0 0 0 0
aga 1 0 0 0 0
remot 2 1 0 1 0
timet 0 1 0 3 0
spf 0 0 0 1 0
fa 0 3 0 1 0
state-chart 0 0 0 2 0
non-publ 0 0 0 7 0
3.29 0 0 0 1 0
spokesperson 0 1 0 2 1
duth 0 0 1 0 0
4.086 0 0 1 0 0
twelve-day 0 0 1 0 0
durat 0 1 1 0 0
fff 0 0 0 0 2
29-1/2 0 0 0 0 4
adp 0 0 0 1 1
16,173,000 0 0 0 0 1
10,603,000 0 0 0 0 1
420.8 0 0 0 0 1
276.1 0 0 0 0 1
solita 0 0 1 0 0
monsod 0 0 4 0 0
peso/dollar 0 0 3 0 0
undercut 0 1 1 0 0
miracl 0 0 1 0 0
free-float 0 0 1 0 0
20.50 0 0 1 0 1
ongpin 0 0 3 0 0
arithmet 0 0 1 0 0
20.80 0 0 1 0 0
18.002 0 0 1 0 0
dranetz 0 0 0 0 1
dran 0 0 0 0 1
2,198,469 0 0 0 0 1
3,635,565 0 0 0 0 1
249,000 0 0 0 0 2
sentri 0 0 0 0 1
lakontek 0 0 0 0 1
corport 0 1 0 0 2
dark 0 1 0 1 0
15-june 0 1 0 0 0
315,500 0 1 0 0 0
acico 0 3 0 0 0
ascensao 0 2 0 0 0
ni 0 0 0 0 2
20,957,000 0 0 0 0 1
11,041,000 0 0 0 0 1
73.2 0 0 0 0 1
71.7 0 0 0 0 2
94.8 0 0 0 2 2
bailli 0 0 0 0 2
tc 0 0 0 0 2
chg 0 0 0 2 0
2-1/8 0 0 0 1 0
8,100 0 0 0 1 0
gainer 0 0 0 1 0
nyse 0 0 0 3 1
128 0 0 0 4 2
edwin 0 0 0 2 2
jacobson 0 0 0 1 4
soo 0 0 0 7 1
cognitron 0 0 0 0 1
cgn 0 0 0 0 1
1,671,000 0 0 0 0 1
3,261,000 0 0 0 0 1
4,427,000 0 0 0 0 1
2,902,000 0 0 0 0 1
331,000 0 0 0 0 2
867,000 0 0 0 0 2
222,000 0 0 0 0 2
sssl 0 0 0 0 1
ear 0 0 0 0 1
jano 0 0 1 0 2
9,427,000 0 0 0 0 1
2.05 1 0 0 0 2
228 0 0 2 0 2
trb 0 0 0 2 0
danvil 0 0 0 4 0
cablevis 0 0 0 7 0
times-herald 0 0 0 1 0
afp 0 0 0 1 2
margaux 0 0 0 0 2
margx 0 0 0 0 2
9,883,000 0 0 0 0 2
2,744,000 0 0 0 0 2
3,289,000 0 0 0 0 2
6,008,000 0 0 0 0 2
4,577,000 0 0 0 0 2
wlwa. 0 0 0 0 2
85.3 0 0 0 0 3
9.27 0 0 1 0 4
63.20 0 0 0 0 4
5.47 0 0 0 0 3
4.83 0 0 0 0 2
119 0 0 1 0 2
mark-down 0 0 0 0 1
z.n 0 0 0 0 1
190 1 1 1 1 5
tue 0 0 0 0 1
3,150,185 0 0 0 0 1
2,665,284 0 0 0 0 1
2,653,646 0 0 0 0 1
1,826,858 0 0 0 0 2
3,611,802 0 0 0 0 1
2,502,443 0 0 0 0 1
62.2 0 0 0 0 1
2,489,978 0 0 0 0 1
claymont 0 0 0 1 0
plate 0 1 0 2 0
indent 0 0 0 1 0
opp 0 0 0 0 1
980,000 0 2 0 0 2
211,074 0 0 0 0 1
passag 0 0 3 0 1
carrizo 0 0 0 0 1
forfiet 0 0 0 0 1
eastwood 0 0 0 1 0
facilti 0 0 1 0 0
1430 0 0 2 0 0
493 0 0 1 0 3
361 0 0 1 0 1
10-3/4 0 0 1 1 0
jaguar 0 0 0 1 9
model 0 0 2 0 15
jagr.l 0 0 0 0 1
xj-6 0 0 0 0 3
egan 0 0 0 0 4
830.4 0 0 0 0 1
120.8 0 0 0 0 1
121.3 0 0 0 0 3
umbrella 0 0 0 0 1
luxuri 0 0 0 0 3
12-month 0 1 0 0 1
591p 0 0 0 0 1
611p 0 0 0 0 1
rsi 0 0 0 0 2
rsic 0 0 0 0 1
2,266,000 0 0 0 0 3
4,236,000 0 0 0 0 1
1,619,000 0 0 0 0 4
202 0 0 0 0 1
toot 0 0 0 0 1
101,376 0 0 0 0 1
125,922 0 0 0 0 1
568,884 0 0 0 0 1
494,227 0 0 0 0 1
546 0 0 2 0 0
5,106,000 0 0 0 0 1
5,120,000 0 0 0 0 1
4,062,000 0 0 0 0 1
2,742,000 0 0 0 0 1
5,903,000 0 0 0 0 1
co-steel 0 0 0 0 1
6,322,000 0 0 0 0 1
4,660,000 0 0 0 0 1
189.1 0 0 0 0 1
21,929,000 0 0 0 0 1
3,629,000 0 0 0 0 1
760.2 0 0 0 0 1
674.8 0 0 0 0 1
17,259,000 0 0 0 0 1
15,992,000 0 0 0 0 1
18,042,000 0 0 0 0 1
edt 0 2 0 1 0
mccormick 0 0 3 0 3
mkor 0 0 0 0 1
530,583 0 0 0 0 1
493,423 0 0 0 0 1
9,834,578 0 0 0 0 1
1,948,000 0 0 0 0 1
3,864,000 0 0 0 0 1
79.9 0 0 0 0 1
571,000 0 0 0 0 2
403,000 0 0 0 0 1
oil/ga 1 0 0 0 0
plough 1 1 0 0 0
twin 1 0 0 0 0
embark 1 1 0 0 1
best-perform 1 0 0 0 0
prudent 0 0 0 0 2
anti-crisi 0 0 0 0 1
773,000 0 0 0 0 2
1,618,000 0 0 0 0 1
4,763,000 0 0 0 0 1
3,398,000 0 0 0 0 1
boveri 0 0 0 0 4
bbc 2 0 0 0 3
bbcz.z 0 0 0 0 3
inter-rel 0 0 1 0 0
linkag 0 0 1 0 0
